SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
0,1,IT,63076,IT,20157,2023-01-10 00:00:14,1.53,0.0,0.01,473.83,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,80054,2023-01-10 00:00:14,1.04,0.0,0.01,253.99,2023-01-12 00:00:14,48,1
0,0,IT,63076,IT,70023,2023-01-10 00:00:14,0.82,0.0,0.01,348.57,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,20152,2023-01-10 00:00:14,0.7,0.0,0.01,470.71,2023-01-11 11:19:42,35,1
0,0,IT,63076,IT,20121,2023-01-10 00:00:14,1.37,0.0,0.01,467.06,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,7026,2023-01-10 00:00:14,0.84,0.0,0.01,422.69,2023-01-13 12:03:14,84,1
0,0,IT,63076,IT,75100,2023-01-10 00:00:14,1.1,0.0,0.01,340.26,2023-01-13 12:01:14,84,1
0,0,IT,63076,IT,161,2023-01-10 00:00:14,1.45,0.0,0.01,156.14,2023-01-11 12:38:08,36,1
0,0,IT,63076,IT,47921,2023-01-10 00:00:14,1.06,0.0,0.01,163.94,2023-01-12 12:49:52,60,1
0,0,IT,63076,IT,88022,2023-01-10 00:00:14,1.37,0.0,0.01,501.21,2023-01-13 11:50:37,83,1
0,0,IT,63076,IT,20122,2023-01-10 00:00:14,1.1,0.0,0.01,465.65,2023-01-11 11:03:57,35,1
0,0,IT,63076,IT,20838,2023-01-10 00:00:14,0.98,0.0,0.01,478.36,2023-01-11 11:33:14,35,1
0,0,IT,63076,IT,20121,2023-01-10 00:00:14,1.4,0.0,0.01,467.06,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,39100,2023-01-10 00:00:14,0.48,0.0,0.01,443.63,2023-01-11 00:00:14,24,1
1,1,IT,20122,IT,50065,2023-01-10 14:16:04.937,1.0,0.8,0.0,258.6,2023-01-11 00:00:14,10,1
1,1,IT,63076,IT,90141,2023-01-10 14:15:59.093,20.46,16.23,0.38,535.02,2023-01-12 12:00:14,46,1
1,1,IT,63076,IT,21100,2023-01-10 14:15:59.093,11.63,9.12,0.17,512.02,2023-01-11 15:55:14,25,1
1,1,IT,63076,IT,33100,2023-01-10 14:15:59.093,391.18,360.58,2.83,353.17,2023-01-11 13:00:14,23,1
1,1,IT,63076,IT,80121,2023-01-10 14:15:59.093,27.2,24.33,0.2,234.53,2023-01-13 17:43:14,75,1
1,1,IT,63076,IT,186,2023-01-10 14:15:59.093,23.11,19.14,0.28,159.16,2023-01-11 14:36:14,24,1
1,1,IT,63076,IT,55042,2023-01-10 14:15:59.093,11.85,9.66,0.23,316.41,2023-01-11 13:38:14,23,1
1,1,IT,63076,IT,20090,2023-01-10 14:15:59.093,61.55,50.1,1.11,468.43,2023-01-12 11:41:14,45,1
1,1,IT,63076,IT,24122,2023-01-10 14:15:59.093,9.76,7.65,0.14,453.28,2023-01-11 13:04:14,23,1
1,1,IT,63076,IT,26858,2023-01-10 14:15:59.093,7.36,5.37,0.12,447.17,2023-01-11 11:40:14,21,1
1,1,IT,63076,IT,20123,2023-01-10 14:15:59.093,3.02,2.42,0.09,467.01,2023-01-11 12:00:14,22,1
1,1,IT,63076,IT,187,2023-01-10 14:15:59.093,18.27,13.95,0.29,158.28,2023-01-11 11:11:14,21,1
1,1,IT,63076,IT,185,2023-01-10 14:15:59.093,13.03,10.25,0.21,157.84,2023-01-11 11:54:14,21,1
1,1,IT,63076,IT,50123,2023-01-10 14:15:59.093,12.67,9.98,0.24,229.92,2023-01-11 11:04:14,21,1
1,1,IT,63076,IT,37121,2023-01-10 14:15:59.093,22.24,17.79,0.42,360.62,2023-01-11 15:03:14,25,1
1,1,IT,63076,IT,9124,2023-01-10 14:15:59.093,9.52,7.47,0.13,571.44,2023-01-13 12:00:14,70,1
1,1,IT,63076,IT,30124,2023-01-10 14:15:59.093,3.08,2.38,0.09,304.3,2023-01-12 13:49:14,47,1
1,1,IT,63076,IT,70121,2023-01-10 14:15:59.093,17.08,13.03,0.26,321.49,2023-01-11 18:00:14,28,1
1,1,IT,63076,IT,25121,2023-01-10 14:15:59.093,15.25,12.01,0.3,409.28,2023-01-11 11:38:14,21,1
1,1,IT,63076,IT,187,2023-01-10 14:15:59.093,16.88,13.64,0.28,158.28,2023-01-11 15:53:14,25,1
1,1,IT,63076,IT,35122,2023-01-10 14:15:59.093,10.19,7.91,0.2,317.43,2023-01-11 12:26:14,22,1
1,1,IT,63076,IT,20090,2023-01-10 14:15:59.093,19.94,18.15,0.18,468.43,2023-01-11 13:44:14,23,1
1,1,IT,63076,IT,26858,2023-01-10 14:15:59.093,17.31,13.25,0.3,447.17,2023-01-11 11:41:14,21,1
1,1,IT,63076,IT,30124,2023-01-10 14:15:59.093,1.12,0.92,0.01,304.3,2023-01-11 12:59:14,22,1
1,1,IT,63076,IT,80121,2023-01-10 14:15:59.093,37.28,31.04,0.57,234.53,2023-01-12 15:23:14,49,1
1,1,IT,63076,IT,16121,2023-01-10 14:15:59.093,16.44,13.48,0.21,427.24,2023-01-11 12:00:14,22,1
1,1,IT,63076,IT,26858,2023-01-10 14:15:59.093,6.0,4.82,0.08,447.17,2023-01-11 11:40:14,21,1
1,1,IT,63076,IT,20090,2023-01-10 14:15:59.093,23.89,19.1,0.36,468.43,2023-01-11 11:06:14,21,1
1,1,IT,63076,IT,50123,2023-01-10 14:15:59.093,24.09,19.84,0.35,229.92,2023-01-11 11:06:14,21,1
1,1,IT,63076,IT,40124,2023-01-10 14:15:59.093,24.91,19.37,0.43,265.67,2023-01-11 11:32:14,21,1
1,1,IT,63076,IT,185,2023-01-10 14:15:59.093,10.77,8.41,0.16,157.84,2023-01-11 11:54:14,21,1
1,1,IT,63076,IT,20121,2023-01-10 14:15:59.093,25.66,19.9,0.46,467.06,2023-01-11 15:01:14,25,1
1,1,IT,63076,IT,20121,2023-01-10 14:15:59.093,9.51,7.41,0.12,467.06,2023-01-12 11:50:14,45,1
1,1,IT,63076,IT,20900,2023-01-10 14:15:59.093,13.38,10.43,0.26,469.2,2023-01-11 13:10:14,23,1
1,1,IT,63076,IT,20090,2023-01-10 14:15:59.093,3.61,2.56,0.12,468.43,2023-01-11 10:59:14,20,1
1,1,IT,63076,IT,50123,2023-01-10 14:15:59.093,56.8,51.57,0.49,229.92,2023-01-12 11:27:14,45,1
0,0,IT,63076,IT,80121,2023-01-11 00:00:14,1.35,0.0,0.01,234.53,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,16136,2023-01-11 00:00:14,1.65,0.0,0.01,429.33,2023-01-13 10:58:14,58,2
1,1,IT,50065,IT,15069,2023-01-10 14:23:17.94,11.8,9.0,0.25285,231.65,2023-01-11 00:00:14,10,1
1,1,IT,20144,IT,144,2023-01-10 14:24:29.537,3.5,3.0,0.0,483.26,2023-01-11 00:00:14,10,1
3,0,IT,95124,IT,63076,2023-01-10 00:00:14,1.06,1.06,0.0,611.8,2023-01-13 00:00:14,72,1
1,1,IT,50065,IT,63811,2023-01-10 14:39:53.05,0.1,0.1,0.01,191.0,2023-01-11 00:00:14,10,1
0,0,IT,63076,IT,187,2023-01-11 00:00:14,0.78,0.0,0.01,158.28,2023-01-13 13:13:41,61,2
3,0,IT,20815,IT,63076,2023-01-10 00:00:14,0.83,0.83,0.0,484.78,2023-01-16 00:00:14,144,1
0,0,IT,63076,IT,39100,2023-01-11 00:00:14,1.34,0.0,0.01,443.63,2023-01-12 13:22:14,37,2
0,0,IT,63076,IT,141,2023-01-11 00:00:14,0.84,0.0,0.01,153.05,2023-01-12 00:00:14,24,2
0,1,IT,63076,IT,25017,2023-01-11 00:00:14,0.82,0.0,0.01,389.68,2023-01-12 11:44:28,35,2
0,0,IT,63076,IT,80139,2023-01-11 00:00:14,1.25,0.0,0.01,232.62,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,98121,2023-01-11 00:00:14,1.02,0.0,0.01,543.99,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,70032,2023-01-11 00:00:14,2.1,0.0,0.01,310.67,2023-01-14 12:06:14,84,2
0,0,IT,63076,IT,80057,2023-01-11 00:00:14,0.71,0.0,0.01,251.71,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,74121,2023-01-11 00:00:14,0.56,0.0,0.01,394.1,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,24050,2023-01-11 00:00:14,1.08,0.0,0.01,448.15,2023-01-12 00:00:14,24,2
0,1,IT,20121,IT,17100,2023-01-10 00:00:14,0.5,0.0,0.01,140.6,2023-01-12 11:39:14,59,1
0,0,IT,63076,IT,7012,2023-01-11 00:00:14,0.9,0.0,0.01,504.29,2023-01-13 12:06:14,60,2
0,0,IT,63076,IT,1021,2023-01-11 00:00:14,1.42,0.0,0.01,161.96,2023-01-13 12:34:29,60,2
0,1,IT,63076,US,90046,2023-01-10 00:00:14,1.23,0.0,0.01,10171.78,2023-01-13 00:00:14,72,1
0,1,IT,63076,IT,10146,2023-01-11 00:00:14,0.84,0.0,0.01,552.17,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,80121,2023-01-11 00:00:14,1.07,0.0,0.01,234.53,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,20038,2023-01-11 00:00:14,0.75,0.0,0.01,491.0,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,14100,2023-01-11 00:00:14,1.65,0.0,0.01,502.72,2023-01-12 11:13:02,35,2
0,0,IT,63076,IT,10134,2023-01-11 00:00:14,0.58,0.0,0.01,547.95,2023-01-12 12:08:47,36,2
0,0,IT,63076,IT,87100,2023-01-11 00:00:14,0.91,0.0,0.01,452.02,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,20011,2023-01-11 00:00:14,0.9,0.0,0.01,483.67,2023-01-12 11:45:30,35,2
0,0,IT,63076,IT,167,2023-01-11 00:00:14,0.99,0.0,0.01,161.2,2023-01-13 13:02:55,61,2
3,0,IT,3013,IT,63076,2023-01-10 00:00:14,0.77,0.77,0.0,145.09,2023-01-12 00:00:14,48,1
3,0,IT,43124,IT,63076,2023-01-10 00:00:14,1.13,1.13,0.0,347.44,2023-01-12 00:00:14,48,1
1,1,IT,50065,IT,35122,2023-01-10 14:56:31.203,1.5,0.7,0.03078,184.06,2023-01-11 00:00:14,10,1
1,1,IT,62029,IT,32013,2023-01-10 15:10:58.16,0.5,0.4,0.0,349.43,2023-01-11 00:00:14,9,1
1,1,IT,62029,IT,50067,2023-01-10 15:11:49.317,1.7,1.4,0.0,158.68,2023-01-11 00:00:14,9,1
1,1,IT,62029,IT,50068,2023-01-10 15:12:29.797,3.7,3.4,0.0,160.43,2023-01-11 00:00:14,9,1
1,1,IT,20122,IT,50123,2023-01-10 15:12:31.883,3.0,2.9,0.0,248.33,2023-01-11 00:00:14,9,1
1,1,IT,62029,IT,27029,2023-01-10 15:13:12.603,0.7,0.5,0.0,423.75,2023-01-12 00:00:14,33,1
1,1,IT,20122,IT,186,2023-01-10 15:13:17.347,3.0,2.9,0.0,476.34,2023-01-11 00:00:14,9,1
0,0,IT,63076,IT,165,2023-01-11 00:00:14,0.92,0.0,0.01,161.52,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,89900,2023-01-11 00:00:14,1.05,0.0,0.01,509.41,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,12040,2023-01-11 00:00:14,0.59,0.0,0.01,517.94,2023-01-13 11:20:41,59,2
0,0,IT,63076,IT,80036,2023-01-11 00:00:14,1.26,0.0,0.01,235.86,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,36035,2023-01-11 00:00:14,0.84,0.0,0.01,363.12,2023-01-13 11:11:45,59,2
0,0,IT,63076,IT,66010,2023-01-11 00:00:14,0.6,0.0,0.01,73.14,2023-01-13 13:12:14,61,2
0,0,IT,63076,IT,58015,2023-01-11 00:00:14,1.0,0.0,0.01,220.14,2023-01-13 13:05:14,61,2
0,0,IT,63076,IT,137,2023-01-11 00:00:14,0.98,0.0,0.01,146.57,2023-01-12 14:11:50,38,2
0,0,IT,63076,IT,42124,2023-01-11 00:00:14,1.06,0.0,0.01,327.49,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,92026,2023-01-11 00:00:14,1.18,0.0,0.01,623.55,2023-01-13 12:09:37,60,2
0,0,IT,63076,IT,121,2023-01-11 00:00:14,1.21,0.0,0.01,184.16,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,87064,2023-01-11 00:00:14,0.87,0.0,0.01,432.72,2023-01-16 12:06:50,132,2
0,0,IT,63076,IT,93012,2023-01-11 00:00:14,1.66,0.0,0.01,652.4,2023-01-13 12:09:22,60,2
0,0,IT,20121,IT,198,2023-01-10 00:00:14,0.8,0.0,0.01,477.01,2023-01-11 12:16:41,36,1
0,0,IT,63076,IT,141,2023-01-11 00:00:14,0.63,0.0,0.01,153.05,2023-01-12 00:00:14,24,2
0,1,IT,63076,US,15044,2023-01-10 00:00:14,2.27,0.0,0.01,7339.75,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,80131,2023-01-11 00:00:14,0.97,0.0,0.01,230.88,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,80122,2023-01-11 00:00:14,1.03,0.0,0.01,235.25,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,41031,2023-01-11 00:00:14,1.2,0.0,0.01,300.28,2023-01-12 13:33:14,37,2
0,0,IT,63076,IT,20122,2023-01-11 00:00:14,0.9,0.0,0.01,465.65,2023-01-12 11:48:36,35,2
0,0,IT,63076,IT,73048,2023-01-11 00:00:14,0.16,0.0,0.01,464.35,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,40124,2023-01-11 00:00:14,0.7,0.0,0.01,265.67,2023-01-12 12:16:16,36,2
0,0,IT,63076,IT,187,2023-01-11 00:00:14,0.9,0.0,0.01,158.28,2023-01-13 13:13:41,61,2
0,0,IT,63076,IT,26011,2023-01-11 00:00:14,0.58,0.0,0.01,403.49,2023-01-12 12:38:10,36,2
0,0,IT,63076,IT,85047,2023-01-11 00:00:14,1.74,0.0,0.01,343.15,2023-01-16 13:28:14,133,2
0,0,IT,63076,IT,37121,2023-01-11 00:00:14,0.48,0.0,0.01,360.62,2023-01-12 00:00:14,24,2
1,1,IT,20122,IT,187,2023-01-10 15:14:13.72,3.0,2.9,0.0,476.37,2023-01-11 00:00:14,9,1
3,0,IT,24020,IT,63076,2023-01-10 00:00:14,1.22,1.22,0.0,450.36,2023-01-18 00:00:14,192,1
0,0,IT,16121,IT,155,2023-01-10 00:00:14,0.29,0.0,0.0,408.38,2023-01-13 12:23:13,84,1
3,0,IT,84096,IT,63076,2023-01-10 00:00:14,1.12,1.12,0.0,265.44,2023-01-12 00:00:14,48,1
0,0,IT,63076,IT,183,2023-01-11 00:00:14,0.9,0.0,0.01,159.03,2023-01-12 11:13:58,35,2
0,0,IT,63076,IT,70121,2023-01-11 00:00:14,0.47,0.0,0.01,321.49,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,20047,2023-01-11 00:00:14,1.2,0.0,0.01,475.1,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,20851,2023-01-11 00:00:14,1.1,0.0,0.01,472.72,2023-01-12 11:55:27,35,2
0,0,IT,63076,IT,20041,2023-01-11 00:00:14,0.99,0.0,0.01,459.84,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,80128,2023-01-11 00:00:14,1.1,0.0,0.01,232.43,2023-01-12 14:19:07,38,2
0,0,IT,30124,IT,33058,2023-01-10 00:00:14,1.0,0.0,0.01,81.27,2023-01-12 12:15:14,60,1
0,0,IT,63076,IT,164,2023-01-11 00:00:14,0.78,0.0,0.01,163.69,2023-01-13 12:11:27,60,2
0,0,IT,63076,IT,80127,2023-01-11 00:00:14,0.29,0.0,0.01,233.77,2023-01-12 12:03:39,36,2
0,0,IT,63076,IT,80028,2023-01-11 00:00:14,0.54,0.0,0.01,223.46,2023-01-12 11:30:22,35,2
0,0,IT,63076,IT,25020,2023-01-11 00:00:14,0.75,0.0,0.01,407.91,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,57025,2023-01-11 00:00:14,1.89,0.0,0.01,269.28,2023-01-13 11:44:21,59,2
0,0,IT,63076,IT,80014,2023-01-11 00:00:14,1.33,0.0,0.01,223.85,2023-01-13 12:56:40,60,2
0,0,IT,63076,IT,80025,2023-01-11 00:00:14,1.0,0.0,0.01,223.68,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,20061,2023-01-11 00:00:14,0.6,0.0,0.01,462.78,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,187,2023-01-11 00:00:14,0.49,0.0,0.01,158.28,2023-01-13 13:13:41,61,2
0,2,US,10065,US,10028,2023-01-10 00:00:14,1.0,0.0,0.01,1.49,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,97019,2023-01-11 00:00:14,0.77,0.0,0.01,666.49,2023-01-13 11:16:14,59,2
1,1,IT,63811,IT,50012,2023-01-10 00:00:14,0.2,0.1,0.0,199.68,2023-01-11 13:13:14,37,1
1,1,IT,63811,IT,64010,2023-01-10 00:00:14,8.0,8.0,0.0,51.56,2023-01-11 16:51:14,40,1
1,1,IT,63811,IT,64016,2023-01-10 00:00:14,2.0,2.0,0.0,45.8,2023-01-11 11:20:14,35,1
1,1,IT,63811,IT,36030,2023-01-10 00:00:14,2.0,2.0,0.0,316.3,2023-01-11 14:49:14,38,1
1,1,IT,62029,IT,60030,2023-01-10 15:47:59.713,0.2,0.15,0.0,32.9,2023-01-11 00:00:14,9,1
1,1,IT,63811,IT,62010,2023-01-10 00:00:14,5.0,4.0,0.0,12.27,2023-01-11 15:54:14,39,1
1,1,IT,63811,IT,25020,2023-01-10 00:00:14,0.2,0.1,0.0,374.86,2023-01-11 17:07:14,41,1
1,1,IT,63811,IT,25020,2023-01-10 00:00:14,22.0,21.0,0.0,374.86,2023-01-12 16:42:14,64,1
0,0,IT,63076,IT,80121,2023-01-11 00:00:14,0.4,0.0,0.01,234.53,2023-01-12 00:00:14,24,2
3,0,IT,3025,IT,63076,2023-01-10 00:00:14,0.86,0.86,0.0,144.99,2023-01-12 00:00:14,48,1
1,1,IT,63811,IT,56029,2023-01-10 00:00:14,0.5,0.3,0.01,240.51,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,74121,2023-01-11 00:00:14,1.06,0.0,0.01,394.1,2023-01-13 00:00:14,48,2
0,2,US,7008,US,11223,2023-01-10 00:00:14,2.81,0.0,0.1,1142.35,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,84011,2023-01-11 00:00:14,1.21,0.0,0.01,262.43,2023-01-13 00:00:14,48,2
0,0,IT,63076,IT,61034,2023-01-11 00:00:14,1.35,0.0,0.01,118.95,2023-01-12 11:15:55,35,2
0,2,US,7008,US,85207,2023-01-10 00:00:14,1.59,0.0,1.0,2303.53,2023-01-16 00:00:14,144,1
0,2,US,7008,US,70118,2023-01-10 00:00:14,0.45,0.0,1.0,1330.0,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,81057,2023-01-11 00:00:14,1.27,0.0,0.01,186.76,2023-01-13 11:30:23,59,2
0,2,US,7008,US,86336,2023-01-10 00:00:14,1.59,0.0,1.0,2239.92,2023-01-16 00:00:14,144,1
0,0,IT,63076,IT,23883,2023-01-11 00:00:14,1.35,0.0,0.01,469.67,2023-01-12 00:00:14,24,2
0,2,US,7008,US,92660,2023-01-10 00:00:14,1.09,0.0,1.0,2799.38,2023-01-16 00:00:14,144,1
0,2,US,7008,US,30324,2023-01-10 00:00:14,2.13,0.0,1.0,923.67,2023-01-12 00:00:14,48,1
0,0,IT,63076,IT,84016,2023-01-11 00:00:14,1.25,0.0,0.01,250.77,2023-01-14 00:00:14,72,2
0,0,IT,63076,IT,25010,2023-01-11 00:00:14,1.05,0.0,0.01,404.39,2023-01-12 12:11:22,36,2
0,2,US,7008,US,33301,2023-01-10 00:00:14,0.73,0.0,1.0,1863.93,2023-01-13 00:00:14,72,1
0,2,US,7008,US,81657,2023-01-10 00:00:14,2.13,0.0,1.0,1601.15,2023-01-16 00:00:14,144,1
0,2,US,7008,US,37205,2023-01-10 00:00:14,1.81,0.0,1.0,627.35,2023-01-12 00:00:14,48,1
0,2,US,7008,US,98335,2023-01-10 00:00:14,0.45,0.0,1.0,2820.9,2023-01-17 00:00:14,168,1
0,0,IT,63076,IT,89030,2023-01-11 00:00:14,1.19,0.0,0.01,573.42,2023-01-16 13:28:28,133,2
0,2,US,7008,US,92106,2023-01-10 00:00:14,1.63,0.0,1.0,2794.76,2023-01-16 00:00:14,144,1
0,0,IT,63076,IT,36066,2023-01-11 00:00:14,0.89,0.0,0.01,353.25,2023-01-12 11:44:23,35,2
0,0,IT,63076,IT,83040,2023-01-11 00:00:14,0.49,0.0,0.01,237.23,2023-01-13 00:00:14,48,2
0,2,US,7008,US,62704,2023-01-10 00:00:14,1.86,0.0,1.0,282.55,2023-01-12 00:00:14,48,1
0,2,US,7008,US,7043,2023-01-10 00:00:14,2.22,0.0,1.0,5.01,2023-01-11 00:00:14,24,1
0,0,IT,90141,IT,89012,2023-01-10 00:00:14,0.5,0.0,0.01,225.02,2023-01-19 11:41:35,227,1
0,2,US,10022,US,11560,2023-01-10 00:00:14,1.0,0.0,0.09,34.45,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,25124,2023-01-11 00:00:14,1.45,0.0,0.01,407.35,2023-01-12 00:00:14,24,2
0,2,US,7008,US,44122,2023-01-10 00:00:14,2.18,0.0,1.0,502.98,2023-01-12 00:00:14,48,1
0,1,IT,16121,IT,17100,2023-01-10 00:00:14,0.29,0.0,0.0,38.02,2023-01-12 11:39:14,59,1
0,0,IT,63076,IT,25124,2023-01-11 00:00:14,0.48,0.0,0.01,407.35,2023-01-12 00:00:14,24,2
0,2,US,7008,US,77024,2023-01-10 00:00:14,1.41,0.0,1.0,1509.69,2023-01-14 00:00:14,96,1
0,2,US,7008,US,10583,2023-01-10 00:00:14,2.09,0.0,1.0,1149.64,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,24122,2023-01-11 00:00:14,0.31,0.0,0.01,453.28,2023-01-12 12:04:15,36,2
0,0,IT,63076,IT,28100,2023-01-11 00:00:14,1.4,0.0,0.01,502.45,2023-01-13 13:11:12,61,2
0,0,IT,63076,IT,25080,2023-01-11 00:00:14,0.47,0.0,0.01,400.96,2023-01-12 00:00:14,24,2
0,2,US,7008,US,20147,2023-01-10 00:00:14,2.86,0.0,1.0,902.74,2023-01-12 00:00:14,48,1
0,4,US,7008,US,90732,2023-01-10 00:00:14,2.31,0.0,1.0,2829.26,2023-01-11 00:00:14,24,1
0,0,IT,63076,IT,142,2023-01-11 00:00:14,1.18,0.0,0.01,162.78,2023-01-13 12:12:45,60,2
0,2,US,7008,US,37215,2023-01-10 00:00:14,1.77,0.0,1.0,630.09,2023-01-12 00:00:14,48,1
0,0,IT,63076,IT,146,2023-01-11 00:00:14,1.01,0.0,0.01,162.6,2023-01-13 14:01:56,62,2
0,0,IT,63076,IT,13020,2023-01-11 00:00:14,1.1,0.0,0.01,553.73,2023-01-13 14:01:41,62,2
0,0,IT,90141,IT,15011,2023-01-10 00:00:14,0.5,0.0,0.01,834.71,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,73021,2023-01-11 00:00:14,0.91,0.0,0.01,474.06,2023-01-16 00:00:14,120,2
0,0,IT,63076,IT,16121,2023-01-11 00:00:14,0.29,0.0,0.01,427.24,2023-01-12 00:00:14,24,2
0,0,IT,63076,IT,17056,2023-01-11 00:00:14,0.4,0.0,0.01,481.47,2023-01-13 00:00:14,48,2
0,0,IT,90141,IT,55100,2023-01-10 00:00:14,0.2,0.0,0.01,679.06,2023-01-13 11:06:53,83,1
0,1,IT,16121,IT,46040,2023-01-10 00:00:14,0.93,0.0,0.01,164.51,2023-01-13 00:00:14,72,1
0,0,IT,63076,IT,97014,2023-01-11 00:00:14,1.23,0.0,0.01,689.49,2023-01-13 14:11:14,62,2
0,0,IT,63076,IT,41122,2023-01-11 00:00:14,1.3,0.0,0.01,303.06,2023-01-12 10:56:14,34,2
2,0,IT,0,IT,15069,2023-01-10 16:16:03.587,165.73,103.33,1.98,69.65,2023-01-26 08:00:14,376,1
1,1,IT,63811,IT,50018,2023-01-10 00:00:14,12.0,11.3,0.04,210.34,2023-01-11 00:00:14,24,1
1,1,IT,63811,IT,172,2023-01-10 00:00:14,2.2,2.0,0.014688,176.72,2023-01-11 14:17:14,38,1
3,0,IT,81016,IT,63076,2023-01-10 00:00:14,1.2,1.2,0.0,180.05,2023-01-12 00:00:14,48,1
1,1,IT,63811,IT,50053,2023-01-10 16:34:25.817,0.5,0.5,0.0,227.78,2023-01-12 10:10:14,42,1
1,1,IT,63811,IT,30020,2023-01-10 00:00:14,2.2,2.0,0.014688,281.64,2023-01-13 10:20:14,82,1
3,2,US,11724,US,7008,2023-01-10 00:00:14,0.71,0.71,0.0,1180.53,2023-01-11 00:00:14,24,1
0,2,US,2116,US,21208,2023-01-10 00:00:14,1.01,0.0,0.04,964.16,2023-01-13 00:00:14,72,1
0,2,US,7008,US,90275,2023-01-10 00:00:14,2.68,0.0,1.62,2832.69,2023-01-17 00:00:14,168,1
3,2,US,11210,US,7008,2023-01-10 00:00:14,1.0,1.0,0.0,1144.05,2023-01-16 00:00:14,144,1
0,2,US,7008,US,33304,2023-01-10 00:00:14,2.72,0.0,1.62,1862.54,2023-01-13 00:00:14,72,1
0,4,US,7601,US,32317,2023-01-10 00:00:14,0.7,0.0,0.09,1285.05,2023-01-11 00:00:14,24,1
0,2,US,7008,US,30309,2023-01-10 00:00:14,2.81,0.0,1.62,925.06,2023-01-12 00:00:14,48,1
0,2,US,7008,US,75034,2023-01-10 00:00:14,2.86,0.0,1.62,1257.66,2023-01-14 00:00:14,96,1
1,1,IT,62029,IT,51100,2023-01-10 16:50:55.513,0.15,0.1,0.0,207.86,2023-01-11 00:00:14,8,1
0,3,US,7008,US,85251,2023-01-10 00:00:14,2.22,0.0,1.0,2323.22,2023-01-12 00:00:14,48,1
3,2,US,85281,US,7008,2023-01-10 00:00:14,1.42,1.42,0.0,2327.24,2023-01-17 00:00:14,168,1
0,2,US,7008,US,20759,2023-01-10 00:00:14,2.9,0.0,1.0,943.84,2023-01-11 00:00:14,24,1
0,2,US,7008,US,27614,2023-01-10 00:00:14,1.41,0.0,1.0,1004.43,2023-01-12 00:00:14,48,1
0,2,US,7008,US,92108,2023-01-10 00:00:14,1.41,0.0,1.0,2784.57,2023-01-17 00:00:14,168,1
0,2,US,7008,US,60091,2023-01-10 00:00:14,1.91,0.0,1.0,40.83,2023-01-13 00:00:14,72,1
0,2,US,7008,US,22101,2023-01-10 00:00:14,1.77,0.0,1.0,933.67,2023-01-12 00:00:14,48,1
0,3,US,7008,US,79925,2023-01-10 00:00:14,2.27,0.0,1.0,2002.14,2023-01-12 00:00:14,48,1
0,2,US,7008,US,11706,2023-01-10 00:00:14,1.72,0.0,1.0,1199.47,2023-01-11 00:00:14,24,1
0,2,US,7008,US,11210,2023-01-10 00:00:14,2.58,0.0,1.0,1144.05,2023-01-11 00:00:14,24,1
0,2,US,7008,US,90069,2023-01-10 00:00:14,2.04,0.0,1.0,2817.83,2023-01-16 00:00:14,144,1
0,2,US,7008,US,93908,2023-01-10 00:00:14,1.77,0.0,1.0,2980.99,2023-01-17 00:00:14,168,1
